Merit,Department
4836,Dept. of Arabic
4837,Dept. of Arabic
4839,Dept. of Arabic
4862,Dept. of Arabic
4870,Dept. of Arabic
4876,Dept. of Arabic
4879,Dept. of Arabic
4909,Institute of Education and Research
4920,Dept. of Arabic
4941,Dept. of Arabic
4953,Dept. of Arabic
4956,Dept. of Arabic
4961,Dept. of Arabic
5002,Dept. of Arabic
5003,Dept. of Arabic
5007,Dept. of Arabic
5013,Dept. of Arabic
5014,Dept. of Arabic
5020,Dept. of English
5030,Institute of Education and Research
5046,Dept. of Arabic
5073,Dept. of Arabic
5097,Dept. of Arabic
5112,Dept. of Arabic
5118,Dept. of English
5198,Institute of Education and Research
5204,Dept. of Arabic
5214,Dept. of Arabic
5224,Dept. of Arabic
5225,Dept. of Arabic
5241,Dept. of Arabic
5283,Dept. of Arabic
5302,Institute of Education and Research
5340,Dept. of Arabic
5345,Dept. of Arabic
5354,Dept. of Arabic
5355,Dept. of Arabic
5361,Institute of Education and Research
5366,Dept. of Arabic
5390,Dept. of Arabic
5400,Dept. of Arabic
5401,Dept. of Arabic
5410,Institute of Education and Research
5413,Dept. of Arabic
5443,Dept. of Arabic
5452,Dept. of Arabic
5454,Dept. of Arabic
5455,Institute of Education and Research
5473,Dept. of Arabic
5487,Dept. of Arabic
5500,Institute of Education and Research
5507,Dept. of Arabic
5508,Institute of Education and Research
5509,Dept. of Arabic
5513,Dept. of Arabic
5516,Dept. of Arabic
5518,Dept. of Arabic
5529,Dept. of Arabic
5539,Dept. of Arabic
5542,Dept. of Arabic
5548,Dept. of Arabic
5557,Dept. of Arabic
5565,Dept. of Arabic
5570,Dept. of English
5584,Dept. of Arabic
5602,Dept. of Arabic
5606,Institute of Education and Research
5609,Dept. of Arabic
5652,Institute of Education and Research
5661,Dept. of Arabic
5669,Dept. of Arabic
5670,Dept. of Arabic
5674,Dept. of Arabic
5676,Dept. of Arabic
5678,Dept. of Arabic
5679,Institute of Modern Languages
5683,Dept. of Arabic
5689,Dept. of Arabic
5704,Dept. of Arabic
5715,Institute of Education and Research
5717,Dept. of Arabic
5719,Dept. of Arabic
5720,Dept. of Arabic
5722,Dept. of Arabic
5725,Institute of Education and Research
5732,Dept. of Arabic
5736,Dept. of Arabic
5750,Institute of Education and Research
5755,Dept. of Arabic
5787,Dept. of Arabic
5798,Dept. of Arabic
5803,Dept. of Arabic
5827,Dept. of Arabic
5851,Dept. of Arabic
5855,Institute of Modern Languages
5873,Dept. of Arabic
5881,Dept. of Arabic
5888,Dept. of Arabic
5891,Dept. of Arabic
5972,Institute of Education and Research
5983,Institute of Education and Research
5986,Institute of Education and Research
6019,Institute of Education and Research
6021,Institute of Modern Languages
6024,Institute of Education and Research
6148,Institute of Education and Research
6176,Institute of Education and Research
6209,Institute of Education and Research
6213,Institute of Education and Research
6320,Institute of Modern Languages
6530,Institute of Modern Languages
6708,Dept. of English
6960,Dept. of English
7055,Dept. of English
7626,Dept. of Pali
7742,Dept. of Pali
8057,Dept. of Pali
8357,Dept. of Pali
8442,Institute of Modern Languages
8683,Institute of Modern Languages
8685,Dept. of Pali
8804,Dept. of Pali
8878,Dept. of Pali
8919,Dept. of Pali
8978,Dept. of Pali
9147,Institute of Modern Languages
9584,Institute of Modern Languages
10208,Dept. of Pali
10485,Dept. of Pali
10534,Dept. of Pali
11244,Dept. of Pali
11407,Dept. of Pali
11510,Dept. of Pali
11512,Dept. of Pali
11750,Dept. of English
12177,Dept. of Pali
12239,Dept. of English
12436,Dept. of Pali
12498,Institute of Modern Languages
12712,Institute of Modern Languages
12854,Dept. of Pali
13221,Dept. of Pali
13297,Dept. of English
13348,Dept. of Pali
13581,Institute of Modern Languages
13660,Institute of Modern Languages
13666,Dept. of Pali
