Merit,Department
2217,Dept. of Botany
2218,Dept. of Psychology
2220,Dept. of Geography and Environmental Studies
2226,Dept. of Zoology
2227,Dept. of Electrical and Electronic Engineering
2230,Dept. of Soil Science
2232,Dept. of Statistics
2241,Dept. of Geography and Environmental Studies
2242,Dept. of Geography and Environmental Studies
2253,Dept. of Electrical and Electronic Engineering
2256,Dept. of Soil Science
2257,Dept. of Geography and Environmental Studies
2261,Dept. of Statistics
2267,Dept. of Statistics
2269,Dept. of Statistics
2271,Dept. of Zoology
2272,Dept. of Zoology
2275,Dept. of Statistics
2276,Dept. of Statistics
2277,Dept. of Geography and Environmental Studies
2279,Dept. of Geography and Environmental Studies
2280,Dept. of Geography and Environmental Studies
2281,Dept. of Statistics
2282,Dept. of Statistics
2285,Dept. of Soil Science
2287,Dept. of Statistics
2290,Dept. of Botany
2297,Dept. of Statistics
2298,Dept. of Statistics
2300,Dept. of Geography and Environmental Studies
2301,Dept. of Statistics
2302,Dept. of Geography and Environmental Studies
2308,Dept. of Psychology
2312,Dept. of Botany
2314,Dept. of Statistics
2315,Dept. of Zoology
2317,Dept. of Botany
2319,Dept. of Oceanography
2321,Dept. of Psychology
2324,Dept. of Botany
2327,Dept. of Botany
2328,Dept. of Botany
2336,Dept. of Psychology
2342,Dept. of Oceanography
2358,Dept. of Soil Science
2364,Dept. of Soil Science
2368,Dept. of Botany
2370,Dept. of Psychology
2372,Dept. of Botany
2374,Dept. of Zoology
2377,Dept. of Zoology
2380,Dept. of Geography and Environmental Studies
2390,Dept. of Oceanography
2394,Dept. of Soil Science
2398,Dept. of Botany
2400,Dept. of Zoology
2402,Dept. of Geography and Environmental Studies
2404,Dept. of Zoology
2405,Dept. of Botany
2406,Dept. of Oceanography
2409,Dept. of Soil Science
2411,Dept. of Zoology
2412,Dept. of Geography and Environmental Studies
2419,Dept. of Botany
2420,Dept. of Soil Science
2421,Dept. of Botany
2422,Dept. of Oceanography
2433,Dept. of Soil Science
2435,Dept. of Geography and Environmental Studies
2437,Dept. of Soil Science
2438,Dept. of Botany
2439,Dept. of Botany
2442,Dept. of Geography and Environmental Studies
2443,Dept. of Oceanography
2444,Dept. of Zoology
2445,Dept. of Botany
2447,Dept. of Zoology
2451,Dept. of Soil Science
2453,Dept. of Botany
2457,Dept. of Botany
2461,Dept. of Soil Science
2462,Dept. of Geography and Environmental Studies
2466,Dept. of Electrical and Electronic Engineering
2468,Dept. of Oceanography
2470,Dept. of Oceanography
2471,Dept. of Soil Science
2472,Dept. of Psychology
2474,Dept. of Zoology
2475,Dept. of Psychology
2476,Dept. of Botany
2478,Dept. of Electrical and Electronic Engineering
2479,Dept. of Electrical and Electronic Engineering
2480,Dept. of Zoology
2481,Dept. of Zoology
2482,Dept. of Soil Science
2483,Dept. of Soil Science
2484,Dept. of Electrical and Electronic Engineering
2485,Dept. of Electrical and Electronic Engineering
2487,Dept. of Oceanography
2488,Dept. of Zoology
2489,Dept. of Botany
2490,Dept. of Soil Science
2491,Dept. of Botany
2493,Dept. of Zoology
2494,Dept. of Electrical and Electronic Engineering
2495,Dept. of Soil Science
2496,Dept. of Oceanography
2497,Dept. of Psychology
2498,Dept. of Oceanography
2499,Dept. of Botany
2500,Dept. of Soil Science
2501,Dept. of Zoology
2502,Dept. of Electrical and Electronic Engineering
2504,Dept. of Oceanography
2505,Dept. of Zoology
2506,Dept. of Geography and Environmental Studies
2507,Dept. of Soil Science
2508,Dept. of Oceanography
2509,Dept. of Zoology
2510,Dept. of Psychology
2511,Dept. of Botany
2512,Dept. of Electrical and Electronic Engineering
2513,Dept. of Psychology
2514,Dept. of Oceanography
2515,Dept. of Zoology
2516,Dept. of Oceanography
2517,Dept. of Oceanography
2519,Dept. of Geography and Environmental Studies
2520,Dept. of Zoology
2521,Dept. of Zoology
2522,Dept. of Zoology
2523,Dept. of Geography and Environmental Studies
2524,Dept. of Geography and Environmental Studies
2525,Dept. of Soil Science
2526,Dept. of Geography and Environmental Studies
2527,Dept. of Zoology
2528,Dept. of Zoology
2529,Dept. of Oceanography
2530,Dept. of Botany
2531,Dept. of Botany
2532,Dept. of Oceanography
2534,Dept. of Zoology
2535,Dept. of Oceanography
2536,Dept. of Oceanography
2537,Dept. of Soil Science
2538,Dept. of Zoology
2539,Dept. of Zoology
2540,Dept. of Botany
2541,Dept. of Zoology
2542,Dept. of Geography and Environmental Studies
2543,Dept. of Soil Science
2544,Dept. of Soil Science
2545,Dept. of Soil Science
2546,Dept. of Geography and Environmental Studies
2547,Dept. of Zoology
2548,Dept. of Electrical and Electronic Engineering
2549,Dept. of Soil Science
2550,Dept. of Geography and Environmental Studies
2551,Dept. of Electrical and Electronic Engineering
2552,Dept. of Botany
2553,Dept. of Zoology
2554,Dept. of Soil Science
2555,Dept. of Botany
2557,Dept. of Electrical and Electronic Engineering
2558,Dept. of Electrical and Electronic Engineering
2559,Dept. of Electrical and Electronic Engineering
2560,Dept. of Botany
2561,Dept. of Soil Science
2564,Dept. of Botany
2566,Dept. of Botany
2567,Dept. of Botany
2568,Dept. of Botany
2569,Dept. of Zoology
2570,Dept. of Zoology
2571,Dept. of Geography and Environmental Studies
2572,Dept. of Geography and Environmental Studies
2575,Dept. of Botany
2576,Dept. of Electrical and Electronic Engineering
2577,Dept. of Soil Science
2578,Dept. of Electrical and Electronic Engineering
2579,Dept. of Zoology
2581,Dept. of Zoology
2582,Dept. of Geography and Environmental Studies
2583,Dept. of Soil Science
2584,Dept. of Geography and Environmental Studies
2585,Dept. of Geography and Environmental Studies
2586,Dept. of Geography and Environmental Studies
2587,Dept. of Electrical and Electronic Engineering
2588,Dept. of Zoology
2589,Dept. of Electrical and Electronic Engineering
2591,Dept. of Botany
2592,Dept. of Zoology
2593,Dept. of Soil Science
2594,Dept. of Geography and Environmental Studies
2595,Dept. of Botany
2596,Dept. of Botany
2597,Dept. of Zoology
2598,Dept. of Geography and Environmental Studies
2599,Dept. of Zoology
2600,Dept. of Soil Science
2603,Dept. of Soil Science
2604,Dept. of Soil Science
2605,Dept. of Soil Science
2606,Dept. of Electrical and Electronic Engineering
2607,Dept. of Botany
2608,Dept. of Botany
2609,Dept. of Electrical and Electronic Engineering
2611,Dept. of Botany
2612,Dept. of Botany
2613,Dept. of Zoology
2614,Dept. of Botany
2615,Dept. of Electrical and Electronic Engineering
2616,Dept. of Botany
2618,Dept. of Botany
2619,Dept. of Zoology
2620,Dept. of Electrical and Electronic Engineering
2621,Dept. of Zoology
2622,Dept. of Electrical and Electronic Engineering
2623,Dept. of Botany
2624,Dept. of Botany
2625,Dept. of Botany
2626,Dept. of Electrical and Electronic Engineering
2627,Dept. of Botany
2628,Dept. of Botany
2629,Dept. of Botany
2630,Dept. of Botany
2631,Dept. of Zoology
2632,Dept. of Zoology
2633,Dept. of Zoology
2634,Dept. of Zoology
2635,Dept. of Botany
2636,Dept. of Zoology
2637,Dept. of Zoology
2638,Dept. of Zoology
2639,Dept. of Botany
2640,Dept. of Botany
2642,Dept. of Zoology
2643,Dept. of Zoology
2645,Dept. of Zoology
2646,Dept. of Zoology
2647,Dept. of Zoology
2648,Dept. of Botany
2649,Dept. of Zoology
2650,Dept. of Botany
2651,Dept. of Botany
2652,Dept. of Zoology
2653,Dept. of Botany
2654,Dept. of Zoology
2655,Dept. of Zoology
2657,Dept. of Botany
2659,Dept. of Zoology
2660,Dept. of Botany
2661,Dept. of Zoology
2662,Dept. of Botany
2663,Dept. of Botany
2664,Dept. of Zoology
2666,Dept. of Electrical and Electronic Engineering
2667,Dept. of Zoology
2669,Dept. of Zoology
2670,Dept. of Electrical and Electronic Engineering
2671,Dept. of Botany
2672,Dept. of Zoology
2673,Dept. of Electrical and Electronic Engineering
2674,Dept. of Zoology
2675,Dept. of Botany
2676,Dept. of Zoology
2678,Dept. of Electrical and Electronic Engineering
2679,Dept. of Botany
2680,Dept. of Botany
2682,Dept. of Botany
2684,Dept. of Zoology
2685,Dept. of Zoology
2687,Dept. of Zoology
2688,Dept. of Botany
2689,Dept. of Botany
2690,Dept. of Botany
2691,Dept. of Zoology
2704,Dept. of Electrical and Electronic Engineering
